video_id,comment_id,author,comment_text,like_count,published_at,updated_at,reply_count
3cYi5t9UvzY,Ugy9mV7Czg6Kjj21-f94AaABAg,@thaiphongk16_hl56,"Coi lại vẫn thấy ông Ân báo v, đấu giá đúng kiểu ko suy nghĩ",0,2024-10-02T04:27:08Z,2024-10-02T04:27:08Z,0
3cYi5t9UvzY,UgzJcC5hSnHTBHx59o54AaABAg,@thienan7117,"Coi lại video này mới biết Sơn Tinh,Thủy Tinh đã gắn bó từ những lúc đầu 😂",3,2024-09-23T05:02:03Z,2024-09-23T05:02:03Z,0
3cYi5t9UvzY,UgzKt8aopVpCUpLyyjp4AaABAg,@believe.in.yourself-o8r,.,0,2024-09-19T06:00:22Z,2024-09-19T06:00:22Z,0
3cYi5t9UvzY,UgyAFKL9D4a8khbh0et4AaABAg,@nguyennguyenminhae233,"đây là tập sơn tinh thuỷ tinh vô tính bắt dc nhau, và từ đó 2 bà ở bên nhau hạnh phúc 😅",2,2024-09-18T10:42:45Z,2024-09-18T10:42:45Z,0
3cYi5t9UvzY,Ugy6cCWDZ3nUL9B7gOZ4AaABAg,@stevehuynh268,"Anh Lâm bớt ra video đi ạ, ngồi coi mất thời gian của em quá :(((",0,2024-09-06T12:17:42Z,2024-09-06T12:17:42Z,0
3cYi5t9UvzY,UgwRn1dzmb444df56yB4AaABAg,@meocute1295,"Ân quá báo,coi mà ghét luôn",0,2024-09-01T03:44:27Z,2024-09-01T03:44:27Z,0
3cYi5t9UvzY,Ugz3_yL98QJSDrengcF4AaABAg,@TuyênTrần-d5d,"koi tập 5,quay về koi tập 1 , thấy ân đấu giá ko suy nghĩ gì cả ,tội người chơi",0,2024-08-30T10:39:31Z,2024-08-30T10:39:31Z,1
3cYi5t9UvzY,UgyJf6--gGSR7ZjYknl4AaABAg,@DuyNguyễn-v8n,"Mới coi tập 4 xomg qua đây bực thg l Ân thật sự, nó chơi a Lộc hay gì z",0,2024-08-26T12:18:23Z,2024-08-26T12:18:23Z,0
3cYi5t9UvzY,UgyxGeDdZ9rqLsL5-PR4AaABAg,@hongtham9364,"YouTube đầu tư nhất từng xem luôn, Anh Lâm quá đẳng cấp",0,2024-08-17T12:35:28Z,2024-08-17T12:35:28Z,0
3cYi5t9UvzY,Ugx6yEFVk0Sb2haQ8Y94AaABAg,@nhatnamhuynh2462,Tổng thống ăn khổ qua ko v,0,2024-08-02T21:55:46Z,2024-08-02T21:55:46Z,0
3cYi5t9UvzY,Ugwb3_fcTWj8Ub3cwM94AaABAg,@vnlivesvnl225,Anh v dễ thương quá,0,2024-07-31T05:11:34Z,2024-07-31T05:11:34Z,0
3cYi5t9UvzY,UgzL9DYClrXyG2GiTbN4AaABAg,@banhgaovicay,"Uii,ông tổng thống veres kìa:3 idol của em á hihi:))",0,2024-07-28T13:14:30Z,2024-07-28T13:14:30Z,0
3cYi5t9UvzY,UgwmPWBbGnPPwajUhyR4AaABAg,@Anh_Long_97,Sơn Tinh thủy tinh đúng hợp nhau 😂😂😂,0,2024-07-23T18:06:52Z,2024-07-23T18:06:52Z,0
3cYi5t9UvzY,Ugw2Z1LbW8uucJMPkvN4AaABAg,@vuonghanna7880,tập này ghét ô Ân ghê mong lần sau đừng lm hlv nx,1,2024-07-20T15:45:52Z,2024-07-20T15:45:52Z,0
3cYi5t9UvzY,UgwQ5DJlTqqVBV2sTW54AaABAg,@nhomnghe2953,"video xem cuốn lắm ạ, hy vọng có nhiều video giống thế này hơn. thanks",0,2024-07-20T13:59:31Z,2024-07-20T13:59:31Z,0
3cYi5t9UvzY,Ugx6kqEdf4QLG1ZzcQl4AaABAg,@tuanvuvan-n7h,30 giây ai mà ăn nổi,1,2024-07-19T18:03:21Z,2024-07-19T18:03:21Z,0
3cYi5t9UvzY,UgzjwC0sl9K_DSwZppp4AaABAg,@babyshark200-2,Clip này đúng đầu tư,0,2024-07-04T14:20:57Z,2024-07-04T14:20:57Z,0
3cYi5t9UvzY,Ugyem26EUkmRNqjuZ2F4AaABAg,@NhưDương-z4o,Thấy ông Võ sĩ ăn tội ghê😢,0,2024-07-04T12:04:49Z,2024-07-04T12:04:49Z,0
3cYi5t9UvzY,UgxsaC1vVma2NSLRrFt4AaABAg,@quynhang181,"Đoạn tầm 40' tú chọn phần 650k ngỗng mà ra cái đĩa có chút ắt,, bán mắc kinh khủng",0,2024-07-03T11:11:17Z,2024-07-03T11:11:17Z,0
3cYi5t9UvzY,UgzJm_rnSmd4FFvuNSF4AaABAg,@DũngChu-f7c,Có anh tổng thống luôn kìa,0,2024-07-02T05:46:31Z,2024-07-02T05:46:31Z,0
3cYi5t9UvzY,UgziW1JMAvoI4L-5Jtx4AaABAg,@TanNguyen-uz8rh,Coi lại tập này thấy ân ngáo ghê đấu giá số giây như mấy thằng chơi đá,0,2024-07-01T03:13:46Z,2024-07-01T03:13:46Z,0
3cYi5t9UvzY,UgxF3YkQpHO3wbYZN4p4AaABAg,@HungNguyen-wb9po,Clip này ân tào lao,0,2024-06-28T14:59:31Z,2024-06-28T14:59:31Z,1
3cYi5t9UvzY,UgxGw0V1qWw6A55ZV4l4AaABAg,@truonglenhat9154,Nhin mặt tài tỏi thấy  quế tèo.thag Thương  mời toàn...Tài tỏi làm yt xl bỏ mẹ,0,2024-06-27T18:32:28Z,2024-06-27T18:35:33Z,0
3cYi5t9UvzY,UgxmLPZTTcweIkssjox4AaABAg,@thanhthaovn334,Ai mê gì mê t mê tổng thống veres 😍🤣🤣,0,2024-06-27T09:22:41Z,2024-06-27T09:22:41Z,0
3cYi5t9UvzY,Ugxfz8ikzleVnRln5tV4AaABAg,@ThanhmongHuynh-sl5un,Chung kết chua mn,0,2024-06-26T11:55:37Z,2024-06-26T11:55:37Z,0
3cYi5t9UvzY,UgzS415_v4A3KZ_N-Wx4AaABAg,@TuankietMai-yn5up,Tủng thúng ve rét,0,2024-06-26T06:19:38Z,2024-06-26T06:19:38Z,0
3cYi5t9UvzY,UgzvC8iyRAnLYxfwPMt4AaABAg,@HuyenHoang-fu2qw,1:21:50,0,2024-06-25T14:46:07Z,2024-06-25T14:46:07Z,0
3cYi5t9UvzY,UgyGq3Hi-1DLcv5h_sd4AaABAg,@dungbui4671,😂😂ước đc gặp,0,2024-06-25T04:54:33Z,2024-06-25T04:54:33Z,0
3cYi5t9UvzY,Ugxf3Qfc9XIh7hbS4PB4AaABAg,@Thaococa,Té ra tap nay la tap đâu cua hào nà...,0,2024-06-24T01:27:29Z,2024-06-24T01:27:29Z,0
3cYi5t9UvzY,Ugy1ObqME3b0a3n5PHh4AaABAg,@DungNguyen-c3k5g,Mih vẫn thích tính cách con bé đội toàn.🎉🎉🎉 chúc mừng 🎉🎉🎉,0,2024-06-22T16:06:15Z,2024-06-22T16:06:15Z,0
3cYi5t9UvzY,UgzO-Ol46tnOvZSqoN14AaABAg,@ThuanPhan-yq5nb,Anh 3 ngày 2 đêm đi chs cà mau đi anh 😊😊😊,0,2024-06-20T16:13:01Z,2024-06-20T16:13:01Z,0
3cYi5t9UvzY,UgyXfG13LG5pjqyW9vl4AaABAg,@NhưNguyễnThị-c7k,Team lâm ai cũng ăn chán nhỉ,0,2024-06-17T03:46:24Z,2024-06-17T03:46:24Z,0
3cYi5t9UvzY,UgwmqT986EnBmRSVmIh4AaABAg,@bichngocphamthi7526,"Hào lúc này trắng quá . đúng sữa 
 Bữa nay cafe sữa r 😅",0,2024-06-11T12:46:07Z,2024-06-11T12:46:07Z,0
3cYi5t9UvzY,UgzVNq05pBOcu6rHqbZ4AaABAg,@HuyHoang-ku7xr,Dĩa hàu 30s 😂,0,2024-06-10T09:56:13Z,2024-06-10T09:56:13Z,0
3cYi5t9UvzY,UgzSZgJ3Ph5F08syjSR4AaABAg,@hothanhhao8965,"Giờ còn ai ở đây để xem hào lúc chưa vô team ko
Tui trước:1",0,2024-06-10T02:56:31Z,2024-06-10T02:56:31Z,0
3cYi5t9UvzY,UgzZF_n-5KiGG2M4jCN4AaABAg,@Hair-Stylist-Flower,Ân ngáo giá,0,2024-06-04T03:52:37Z,2024-06-04T03:52:37Z,0
3cYi5t9UvzY,Ugz8Afj1KY9ebK8A2mJ4AaABAg,@loihuu-g8o,Chưa xem đã bt anh mập thắng:)),0,2024-06-01T05:56:31Z,2024-06-01T05:56:31Z,0
3cYi5t9UvzY,Ugx0BJrj6v4q3Rlw2sl4AaABAg,@manhtuan6461,Hào kìa ae =))))😂,1,2024-05-21T07:39:57Z,2024-05-21T07:39:57Z,1
3cYi5t9UvzY,Ugx_MCPxLyJzq8Msz9x4AaABAg,@dungtrinh9622,Chính thức ghét tk Ân,0,2024-05-21T06:12:27Z,2024-05-21T06:12:27Z,1
3cYi5t9UvzY,Ugyc4eKFWl6nupq5Mm94AaABAg,@NhatCapital,Vo Su Loc chien thang trong long khan gia,2,2024-05-18T10:12:56Z,2024-05-18T10:12:56Z,0
3cYi5t9UvzY,UgyQyYA4Kg-RAWCIavl4AaABAg,@Billyle98,"để ý nếu thấy lúc cho hlv chọn món ân lúc nào cũng chọn món rẻ nhất để cho a Lâm đỡ tốn tiền thì phải , Ân giỏi quá",0,2024-05-15T13:55:56Z,2024-05-15T13:55:56Z,0
3cYi5t9UvzY,UgwcOSWwRrcXAXjBAJN4AaABAg,@timinstudio5452,Đừng trách anh Ân nữa mn ơi đây là lần đầu team a Lâm lm kiểu video này nên đương nhiên sẽ có sai xót và thiếu kinh nghiệm nếu là fan của team thì mình nghĩ mn nên bình luận một cách văn minh và góp ý nhỏ nhẹ để team a Lâm ra những tập sau sẽ được chỉnh chu hơn thành công hơn và rút ra được nhiều kinh nghiệm cho những tập sau sau nữa nhé.,1,2024-05-12T13:28:50Z,2024-05-12T13:55:18Z,0
3cYi5t9UvzY,UgxOaybxnaj-gSZre1p4AaABAg,@EdogawaCOBEO,1:11:30 Làm mực dai với tôm kia dai là do nhà hàng chế biến dở rồi,0,2024-04-24T02:03:44Z,2024-04-24T02:03:44Z,0
3cYi5t9UvzY,Ugw1U0GiuiOouyJtsZR4AaABAg,@PhuNguyen-qc9ph,Anh mời thử anh kiapham với vamy đi,1,2024-04-16T09:22:40Z,2024-04-16T09:22:40Z,0
3cYi5t9UvzY,UgzHHUu2Vv-IcMxu_vB4AaABAg,@mudasada5371,👍👍👍,0,2024-04-07T12:07:30Z,2024-04-07T12:07:30Z,0
3cYi5t9UvzY,UgyZSinkLgq9O2gdQn54AaABAg,@ĐạtTrần-p4n,❤❤❤,0,2024-03-28T12:42:44Z,2024-03-28T12:42:44Z,0
3cYi5t9UvzY,Ugzf8-4S_ePf4EUvQkR4AaABAg,@tuyenregir8150,Hào Milk được a lâm chú ý từ tập này,0,2024-03-24T17:03:53Z,2024-03-24T17:03:53Z,0
3cYi5t9UvzY,UgwZ2nKz0RE5WkeeELd4AaABAg,@binang-rp7se,Thằng bảo chơi thằng mập...ngĩ sao cái bánh bao có chút xíu mà ăn xàm xí...coi mà tức,0,2024-03-22T10:44:05Z,2024-03-22T10:44:05Z,0
3cYi5t9UvzY,UgzLPmiNPxRKrsvvBqB4AaABAg,@QuốcHảiLưu,Thang an nay ma dau gia cai gi,0,2024-03-01T12:50:15Z,2024-03-01T12:50:15Z,0
3cYi5t9UvzY,Ugxo79OK4X-XisFwCIN4AaABAg,@ToanNguyen-pi4vn,"Lâm nói đúng,đấu giá phải dùng IQ cao...tụi nhỏ ham thắng thua nên ko còn vui nữa",0,2024-02-15T12:53:18Z,2024-02-15T12:53:18Z,0
3cYi5t9UvzY,UgwEbGYWAWnd1S13J6R4AaABAg,@dongamsao5063,Tài bỏ 1 đống da sao cho qua,0,2024-02-15T05:26:49Z,2024-02-15T05:26:49Z,0
3cYi5t9UvzY,UgwtWP4eOXFYw3cB9tl4AaABAg,@bitran863,Hay ❤️❤️❤️,0,2024-02-04T11:35:59Z,2024-02-04T11:35:59Z,0
3cYi5t9UvzY,Ugwjugig79hRCCxzXYB4AaABAg,@PhướcNguyễn-x4s,Ân đấu giá ngu vãi,0,2024-02-04T05:36:11Z,2024-02-04T05:36:11Z,0
3cYi5t9UvzY,UgzoVyn4JpLf5415c1J4AaABAg,@namhuynh5980,Ân ngáo đá.,0,2024-02-01T14:29:18Z,2024-02-01T14:29:18Z,0
3cYi5t9UvzY,UgzMOYT69Xg8wJ6yoKV4AaABAg,@PhuongHuynh-pf5gc,:)))))) tập này dễ thương,1,2024-01-28T08:25:22Z,2024-01-28T08:25:22Z,0
3cYi5t9UvzY,Ugzlvi_Nj1sNQZ6-Rbh4AaABAg,@YenNgoc-tg9ep,9k,0,2024-01-28T06:15:20Z,2024-01-28T06:15:20Z,0
3cYi5t9UvzY,Ugy-cfrAsDf8WZq9nJR4AaABAg,@IGp.yuri_235,Khách mời tập này chất lượng. Video đỉnh vãiii kk,0,2023-12-30T19:08:00Z,2023-12-30T19:08:00Z,0
3cYi5t9UvzY,Ugwlky5oZARMbBf0Ath4AaABAg,@nguyenvantinh421,😊😮😊😮😊😮😊😮,0,2023-12-27T00:09:31Z,2023-12-27T00:09:31Z,0
3cYi5t9UvzY,UgyBP3wyjhuPjlQZ0zZ4AaABAg,@thienhuynh8831,"ui ra Hào từ đây ra á hả, cute",0,2023-12-15T13:57:05Z,2023-12-15T13:57:05Z,0
3cYi5t9UvzY,UgxSjZCmbvosakWjlKV4AaABAg,@Lananhcute369,"Tập này HLV ko cần ăn nên cảm giác họ ko cần cố gắng, cứ đẩy qua cho khách mời. Ban đầu coi clip mình tưởng concept sẽ là 2 người 1 đội sẽ cùng ăn cùng cố gắng với nhau",0,2023-12-15T04:20:36Z,2023-12-15T04:20:36Z,0
3cYi5t9UvzY,UgwS6uPo1wGjvJnz4cx4AaABAg,@TMD68,Mong ngài LâmVlog đưa đồng hồ vào những phần tua nhanh để mọi người và tui có thể cảm nhận thời gian thực!,0,2023-12-13T21:06:40Z,2023-12-13T21:06:40Z,0
3cYi5t9UvzY,UgykpF5uuIZIyrrYXOt4AaABAg,@HồVănThúy-c3i,Tổng Thống Veres đẹp trai mà lịch sự nữa,0,2023-12-07T06:20:35Z,2023-12-07T06:20:35Z,0
3cYi5t9UvzY,UgyAsVpdn9JZEjxIROZ4AaABAg,@nguyenthu4194,A lâm chi chơi ghê,0,2023-11-29T08:46:56Z,2023-11-29T08:46:56Z,0
3cYi5t9UvzY,UgyGfuyjNdZvEzvp9Ct4AaABAg,@HuyTrần-t5m,Em đi dim tu tac r mà ko gặp anh tiéc thr,0,2023-11-26T09:35:59Z,2023-11-26T09:35:59Z,0
3cYi5t9UvzY,UgwHuoM5RYwKkUV4Aop4AaABAg,@Âmnhạc-u2j,Cứ coi a lâm là ăn ngon❤,1,2023-11-09T07:38:29Z,2023-11-09T07:38:29Z,0
3cYi5t9UvzY,UgzQq20smOw8bLgfdMl4AaABAg,@khanhdovinh4722,tập này có bé Mai là ez win,0,2023-11-07T13:01:46Z,2023-11-07T13:01:46Z,0
3cYi5t9UvzY,Ugwt8eAaMwyzhSydLKt4AaABAg,@anhkhoihuynh4420,Oh anh tổng thống😮,0,2023-11-02T15:14:23Z,2023-11-02T15:14:23Z,0
3cYi5t9UvzY,Ugw2JUhMr1RrX8KVhx14AaABAg,@VinhLuc-ur2yx,"Ai coi vì tổng thống cho 1
👇",0,2023-11-01T17:20:33Z,2023-11-01T17:20:33Z,0
3cYi5t9UvzY,UgzXSVmCw1AkPTs-vAp4AaABAg,@hoangthuan2k951,Có ah tài tỏi kìa,0,2023-11-01T10:49:31Z,2023-11-01T10:49:31Z,0
3cYi5t9UvzY,UgzENDSw0Xf3SCc49_94AaABAg,@nguyenchicong4307,Hào chắc cay lắm,0,2023-10-30T07:46:45Z,2023-10-30T07:46:45Z,0
3cYi5t9UvzY,UgwRe4IdRg_I0ZdTvCd4AaABAg,@DungHà-y4y5f,a tủng thúng dz,0,2023-10-30T06:44:08Z,2023-10-30T06:44:08Z,0
3cYi5t9UvzY,UgxjWjh6oDwXhtOYg8Z4AaABAg,@diepthanhvuongho9252,Dân nam mình tự nhiên lọt 1 tên bake vô thấy tiếc cho team.,0,2023-10-29T17:31:49Z,2023-10-29T17:31:49Z,0
3cYi5t9UvzY,UgxRLonPkysrZbhBuUt4AaABAg,@danhkien3579,Con mẹ thằng ăn nó nói nó đâu có ăn đâu vỏ sư lọc ăn mà bỏ vậy nó trả giờ như vậy. Nó trả giờ như vậy kiêu thằng ăn nó về nó kiêu ông nội nó lại ăn cho kịp,0,2023-10-29T13:59:10Z,2023-10-29T13:59:10Z,0
3cYi5t9UvzY,UgzE2QNO0eJfknLB3td4AaABAg,@luunguyenyennhi522,"Thương anh lộc hết mình 
Cả buổi sáng a ăn mấy tô phở rồi nên vòng sau ăn quá sức mà a vẫn rất cố gắng 
Ngưỡng mộ anh",6,2023-10-28T07:28:58Z,2023-10-28T07:28:58Z,0
3cYi5t9UvzY,UgzADpMSCegYtVfMArl4AaABAg,@ngocoanhlenguyen2498,"Tập này thấy ân trả giá vô lý ghê lun ak , nghĩ sao dĩa hào trả 30s 😂😂😂",0,2023-10-27T11:53:09Z,2023-10-27T11:53:09Z,0
3cYi5t9UvzY,UgwX6WzNGJ8DRKinAXN4AaABAg,@dungtrinh8131,Ân hvl mà toàn chọn khó cho người của mik,0,2023-10-25T17:53:28Z,2023-10-25T17:53:28Z,0
3cYi5t9UvzY,Ugzefp1fsb46ne9yzqd4AaABAg,@tatoi8945,😂160 giây la tầm 2 phút ruoiwx mà ta,0,2023-10-24T20:38:00Z,2023-10-24T20:38:00Z,0
3cYi5t9UvzY,UgyVCm6_qn_ciIPKs4d4AaABAg,@nganglong1397,Ân đấu thời gian ẩu quá,0,2023-10-22T13:34:17Z,2023-10-22T13:34:17Z,0
3cYi5t9UvzY,UgxOZ6r1dj9PIGr3YBN4AaABAg,@huyenthanh7932,I phan hào sữa cho 1 lại nha 😅,0,2023-10-19T13:38:00Z,2023-10-19T13:38:00Z,0
3cYi5t9UvzY,UgwYas5XLNsW-cI1pjh4AaABAg,@huyenthanh7932,Tập này hào sữa chưa vô nhóm anh lâm😅😊,0,2023-10-19T13:36:24Z,2023-10-19T13:36:24Z,0
3cYi5t9UvzY,UgyyRXMr7HZX2yomzwN4AaABAg,@quoctuan3673,Tổng thống chỉ bít ăn ổ qua chiên bột 😂😂,1,2023-10-18T11:51:47Z,2023-10-18T11:51:47Z,0
3cYi5t9UvzY,UgzwazAkQckC1zEEvPd4AaABAg,@LoanNguyen-rv8ck,tập này dễ thương ghê  kkkk,0,2023-10-17T13:13:52Z,2023-10-17T13:13:52Z,0
3cYi5t9UvzY,UgwJOQJ1utY4b6DCkxV4AaABAg,@ngoctram6a953,💸💸💸,1,2023-10-11T15:04:14Z,2023-10-11T15:04:14Z,0
3cYi5t9UvzY,UgzHgckC40cItdNbLkZ4AaABAg,@ToànVăn-b7q,Khách mời ăn mà nhìn dễ thương xỉu ❤❤,0,2023-10-10T14:09:12Z,2023-10-10T14:09:12Z,0
3cYi5t9UvzY,UgwpqKkxml_NoV0eHTd4AaABAg,@Sy27206,4,0,2023-10-08T08:55:46Z,2023-10-08T08:55:46Z,0
3cYi5t9UvzY,UgwBFNB-sHtmpH3urjd4AaABAg,@KT2803,Ân đấu giá gà vãi 😂😂😂,0,2023-10-08T06:08:01Z,2023-10-08T06:08:01Z,0
3cYi5t9UvzY,UgzKrOIj0y_4XAzmWXZ4AaABAg,@kechuyen1803,K sợ kẻ địch mạnh chỉ sợ đồng đội …..,0,2023-10-01T16:18:44Z,2023-10-01T16:18:44Z,0
3cYi5t9UvzY,UgxwNj2Xf5Dd7b_7zv54AaABAg,@mia.ng211O,"nhà hàng cao cấp gì mà làm món Tôm Chiên Sốt Bưởi nhìn chán thật sư, giá thì có rẻ đâu mà nhìn cái dĩa xem… méo biết nói gì:)))",0,2023-09-27T07:23:09Z,2023-09-27T07:23:09Z,0
3cYi5t9UvzY,UgxfNB9pNRVhhgZDPR94AaABAg,@phatbuihoang8852,"Tean Lâm mà loại thằng Bảo ra thì càng hay, chơi kiểu hời hợt k nhiệt tình nhìn mặt thấy ghét",0,2023-09-23T05:13:13Z,2023-09-23T05:13:13Z,0
3cYi5t9UvzY,Ugx75-Ll0mtwNBTzLPF4AaABAg,@haigiahuytruong7217,Thì ra hào milk cũng đã từng lm khách mời trc khi vào team,0,2023-09-19T11:37:56Z,2023-09-19T11:37:55Z,0
3cYi5t9UvzY,Ugw-uyXsBCZFffDwGdB4AaABAg,@thienkhoitrano502,Tong Thong Vơ văn rét hả nhìn giống v,0,2023-09-10T09:31:02Z,2023-09-10T09:31:02Z,0
3cYi5t9UvzY,Ugwq_Ut5yo1ROd0hnvF4AaABAg,@tung5066,thach anh làm se ry tự làm se chậy được,0,2023-09-09T13:43:05Z,2023-09-09T13:43:05Z,0
3cYi5t9UvzY,UgwELvRtNSFw3wAewyx4AaABAg,@OnlChau-pd7vm,Quá là ghê,0,2023-09-04T00:37:10Z,2023-09-04T00:37:10Z,0
3cYi5t9UvzY,UgwvxIcFkwsTldEdYx94AaABAg,@phongnguyenvan3826,Mời nga sumo ăn đi ạ,0,2023-09-03T01:13:00Z,2023-09-03T01:12:59Z,0
3cYi5t9UvzY,UgxrLq462eRuyRFG2Zx4AaABAg,@trongthantran3191,"Vòng Buffet hải sản chắc Ân không muốn win, nên trả giá theo cách đó, chứ nghĩ gì 25 con Hàu mà trả 30s sao Võ Sư Lộc ăn nổi, trả theo cách phá game.",0,2023-09-01T15:20:31Z,2023-09-01T15:20:31Z,0
3cYi5t9UvzY,UgxKfPZulU5NwC_Yub54AaABAg,@ANTI_NATALYA,Có tổng thống r mai mốt chắc anh lâm mời trần bình quá :))),0,2023-08-27T03:40:14Z,2023-08-27T03:40:14Z,0
3cYi5t9UvzY,UgzPtRiFUHnKXUHiZ2x4AaABAg,@LuuNguyen-c5x,Mình thấy bạn k nên mời tg hào sửa chơi sẻ hay hơn.tap nào có nó cũng nc láo qua,0,2023-08-25T13:17:17Z,2023-08-25T13:17:17Z,0
3cYi5t9UvzY,UgxfggVKUbhqCKMHyCR4AaABAg,@vanhoangfishing7548,Ân đấu giá bóp dái a lộc quá,0,2023-08-24T05:59:01Z,2023-08-24T05:59:01Z,0
3cYi5t9UvzY,UgzrcgWH_d2hP8aEVXp4AaABAg,@ThaiiTuan1205,Kỳ quá ah ân ơii,0,2023-08-23T08:29:56Z,2023-08-23T08:29:56Z,0
3cYi5t9UvzY,UgyJEZyWMZCHXJx10eV4AaABAg,@gamehaytv9786,Vòng 3 tổng thống ngồi cười,0,2023-08-23T02:20:05Z,2023-08-23T02:20:05Z,0
3cYi5t9UvzY,UgxNFHJvvp6MCg3MZY54AaABAg,@Kutemiuu,1:28 Toàn đz vaiiiii 🤭😵,0,2023-08-19T12:00:03Z,2023-08-19T12:00:03Z,0
