video_id,comment_id,author,comment_text,like_count,published_at,updated_at,reply_count,date,year,month,day,hour,clean_text,sentiment
3cYi5t9UvzY,UgxpZd9S8OQkaUSYyfZ4AaABAg,@haiplus19,a Hào bắt đầu vô team từ video này 😮,0,2024-11-09 13:28:08+00:00,2024-11-09 13:28:08+00:00,0,2024-11-09,2024,11,9,13,a hào bắt đầu vô team từ video này,neutral
3cYi5t9UvzY,UgyZ9qv-jNGTjHlUeOR4AaABAg,@trai_lang,À thì ra hào vô từ clip này,19,2024-10-20 15:24:39+00:00,2024-10-20 15:24:39+00:00,0,2024-10-20,2024,10,20,15,à thì ra hào vô từ clip này,neutral
3cYi5t9UvzY,Ugz2GoC2sJ18acCPsmF4AaABAg,@vietkhoanguyen7371,Lâm vlog nhiều content hay quá,0,2024-10-12 05:30:15+00:00,2024-10-12 05:30:15+00:00,0,2024-10-12,2024,10,12,5,lâm vlog nhiều content hay quá,positive
3cYi5t9UvzY,UgwfNbOJW0ww9ZdDext4AaABAg,@vietkhoanguyen7371,Ngon quá,0,2024-10-12 04:08:41+00:00,2024-10-12 04:08:41+00:00,0,2024-10-12,2024,10,12,4,ngon quá,positive
3cYi5t9UvzY,UgzT29ZvOq3m3DXX8EB4AaABAg,@maynguyen8935,Xem mà chỉ mong a võ sư thắng luôn á trời,0,2024-10-04 06:50:46+00:00,2024-10-04 06:50:46+00:00,0,2024-10-04,2024,10,4,6,xem mà chỉ mong a võ sư thắng luôn á trời,neutral
3cYi5t9UvzY,Ugy9mV7Czg6Kjj21-f94AaABAg,@thaiphongk16_hl56,"Coi lại vẫn thấy ông Ân báo v, đấu giá đúng kiểu ko suy nghĩ",0,2024-10-02 04:27:08+00:00,2024-10-02 04:27:08+00:00,0,2024-10-02,2024,10,2,4,coi lại vẫn thấy ông ân báo v đấu giá đúng kiểu ko suy nghĩ,neutral
3cYi5t9UvzY,UgzJcC5hSnHTBHx59o54AaABAg,@thienan7117,"Coi lại video này mới biết Sơn Tinh,Thủy Tinh đã gắn bó từ những lúc đầu 😂",3,2024-09-23 05:02:03+00:00,2024-09-23 05:02:03+00:00,0,2024-09-23,2024,9,23,5,coi lại video này mới biết sơn tinh thủy tinh đã gắn bó từ những lúc đầu,neutral
3cYi5t9UvzY,UgyAFKL9D4a8khbh0et4AaABAg,@nguyennguyenminhae233,"đây là tập sơn tinh thuỷ tinh vô tính bắt dc nhau, và từ đó 2 bà ở bên nhau hạnh phúc 😅",2,2024-09-18 10:42:45+00:00,2024-09-18 10:42:45+00:00,0,2024-09-18,2024,9,18,10,đây là tập sơn tinh thuỷ tinh vô tính bắt dc nhau và từ đó 2 bà ở bên nhau hạnh phúc,neutral
3cYi5t9UvzY,Ugy6cCWDZ3nUL9B7gOZ4AaABAg,@stevehuynh268,"Anh Lâm bớt ra video đi ạ, ngồi coi mất thời gian của em quá :(((",0,2024-09-06 12:17:42+00:00,2024-09-06 12:17:42+00:00,0,2024-09-06,2024,9,6,12,anh lâm bớt ra video đi ạ ngồi coi mất thời gian của em quá,neutral
3cYi5t9UvzY,UgwRn1dzmb444df56yB4AaABAg,@meocute1295,"Ân quá báo,coi mà ghét luôn",0,2024-09-01 03:44:27+00:00,2024-09-01 03:44:27+00:00,0,2024-09-01,2024,9,1,3,ân quá báo coi mà ghét luôn,negative
3cYi5t9UvzY,Ugz3_yL98QJSDrengcF4AaABAg,@TuyênTrần-d5d,"koi tập 5,quay về koi tập 1 , thấy ân đấu giá ko suy nghĩ gì cả ,tội người chơi",0,2024-08-30 10:39:31+00:00,2024-08-30 10:39:31+00:00,1,2024-08-30,2024,8,30,10,koi tập 5 quay về koi tập 1 thấy ân đấu giá ko suy nghĩ gì cả tội người chơi,neutral
3cYi5t9UvzY,UgyJf6--gGSR7ZjYknl4AaABAg,@DuyNguyễn-v8n,"Mới coi tập 4 xomg qua đây bực thg l Ân thật sự, nó chơi a Lộc hay gì z",0,2024-08-26 12:18:23+00:00,2024-08-26 12:18:23+00:00,0,2024-08-26,2024,8,26,12,mới coi tập 4 xomg qua đây bực thg l ân thật sự nó chơi a lộc hay gì z,neutral
3cYi5t9UvzY,UgyxGeDdZ9rqLsL5-PR4AaABAg,@hongtham9364,"YouTube đầu tư nhất từng xem luôn, Anh Lâm quá đẳng cấp",0,2024-08-17 12:35:28+00:00,2024-08-17 12:35:28+00:00,0,2024-08-17,2024,8,17,12,youtube đầu tư nhất từng xem luôn anh lâm quá đẳng cấp,neutral
3cYi5t9UvzY,Ugx6yEFVk0Sb2haQ8Y94AaABAg,@nhatnamhuynh2462,Tổng thống ăn khổ qua ko v,0,2024-08-02 21:55:46+00:00,2024-08-02 21:55:46+00:00,0,2024-08-02,2024,8,2,21,tổng thống ăn khổ qua ko v,neutral
3cYi5t9UvzY,Ugwb3_fcTWj8Ub3cwM94AaABAg,@vnlivesvnl225,Anh v dễ thương quá,0,2024-07-31 05:11:34+00:00,2024-07-31 05:11:34+00:00,0,2024-07-31,2024,7,31,5,anh v dễ thương quá,positive
3cYi5t9UvzY,UgzL9DYClrXyG2GiTbN4AaABAg,@banhgaovicay,"Uii,ông tổng thống veres kìa:3 idol của em á hihi:))",0,2024-07-28 13:14:30+00:00,2024-07-28 13:14:30+00:00,0,2024-07-28,2024,7,28,13,uii ông tổng thống veres kìa 3 idol của em á hihi,positive
3cYi5t9UvzY,UgwmPWBbGnPPwajUhyR4AaABAg,@Anh_Long_97,Sơn Tinh thủy tinh đúng hợp nhau 😂😂😂,0,2024-07-23 18:06:52+00:00,2024-07-23 18:06:52+00:00,0,2024-07-23,2024,7,23,18,sơn tinh thủy tinh đúng hợp nhau,neutral
3cYi5t9UvzY,Ugw2Z1LbW8uucJMPkvN4AaABAg,@vuonghanna7880,tập này ghét ô Ân ghê mong lần sau đừng lm hlv nx,1,2024-07-20 15:45:52+00:00,2024-07-20 15:45:52+00:00,0,2024-07-20,2024,7,20,15,tập này ghét ô ân ghê mong lần sau đừng lm hlv nx,negative
3cYi5t9UvzY,UgwQ5DJlTqqVBV2sTW54AaABAg,@nhomnghe2953,"video xem cuốn lắm ạ, hy vọng có nhiều video giống thế này hơn. thanks",0,2024-07-20 13:59:31+00:00,2024-07-20 13:59:31+00:00,0,2024-07-20,2024,7,20,13,video xem cuốn lắm ạ hy vọng có nhiều video giống thế này hơn thanks,positive
3cYi5t9UvzY,Ugx6kqEdf4QLG1ZzcQl4AaABAg,@tuanvuvan-n7h,30 giây ai mà ăn nổi,1,2024-07-19 18:03:21+00:00,2024-07-19 18:03:21+00:00,0,2024-07-19,2024,7,19,18,30 giây ai mà ăn nổi,neutral
3cYi5t9UvzY,UgzjwC0sl9K_DSwZppp4AaABAg,@babyshark200-2,Clip này đúng đầu tư,0,2024-07-04 14:20:57+00:00,2024-07-04 14:20:57+00:00,0,2024-07-04,2024,7,4,14,clip này đúng đầu tư,neutral
3cYi5t9UvzY,Ugyem26EUkmRNqjuZ2F4AaABAg,@NhưDương-z4o,Thấy ông Võ sĩ ăn tội ghê😢,0,2024-07-04 12:04:49+00:00,2024-07-04 12:04:49+00:00,0,2024-07-04,2024,7,4,12,thấy ông võ sĩ ăn tội ghê,neutral
3cYi5t9UvzY,UgxsaC1vVma2NSLRrFt4AaABAg,@quynhang181,"Đoạn tầm 40' tú chọn phần 650k ngỗng mà ra cái đĩa có chút ắt,, bán mắc kinh khủng",0,2024-07-03 11:11:17+00:00,2024-07-03 11:11:17+00:00,0,2024-07-03,2024,7,3,11,đoạn tầm 40 tú chọn phần 650k ngỗng mà ra cái đĩa có chút ắt bán mắc kinh khủng,neutral
3cYi5t9UvzY,UgzJm_rnSmd4FFvuNSF4AaABAg,@DũngChu-f7c,Có anh tổng thống luôn kìa,0,2024-07-02 05:46:31+00:00,2024-07-02 05:46:31+00:00,0,2024-07-02,2024,7,2,5,có anh tổng thống luôn kìa,neutral
3cYi5t9UvzY,UgziW1JMAvoI4L-5Jtx4AaABAg,@TanNguyen-uz8rh,Coi lại tập này thấy ân ngáo ghê đấu giá số giây như mấy thằng chơi đá,0,2024-07-01 03:13:46+00:00,2024-07-01 03:13:46+00:00,0,2024-07-01,2024,7,1,3,coi lại tập này thấy ân ngáo ghê đấu giá số giây như mấy thằng chơi đá,neutral
3cYi5t9UvzY,UgxF3YkQpHO3wbYZN4p4AaABAg,@HungNguyen-wb9po,Clip này ân tào lao,0,2024-06-28 14:59:31+00:00,2024-06-28 14:59:31+00:00,1,2024-06-28,2024,6,28,14,clip này ân tào lao,negative
3cYi5t9UvzY,UgxGw0V1qWw6A55ZV4l4AaABAg,@truonglenhat9154,Nhin mặt tài tỏi thấy  quế tèo.thag Thương  mời toàn...Tài tỏi làm yt xl bỏ mẹ,0,2024-06-27 18:32:28+00:00,2024-06-27 18:35:33+00:00,0,2024-06-27,2024,6,27,18,nhin mă t tài tỏi thâ y quế tèo thag thương mời toàn tài tỏi làm yt xl bỏ mẹ,positive
3cYi5t9UvzY,UgxmLPZTTcweIkssjox4AaABAg,@thanhthaovn334,Ai mê gì mê t mê tổng thống veres 😍🤣🤣,0,2024-06-27 09:22:41+00:00,2024-06-27 09:22:41+00:00,0,2024-06-27,2024,6,27,9,ai mê gì mê t mê tổng thống veres,positive
3cYi5t9UvzY,Ugxfz8ikzleVnRln5tV4AaABAg,@ThanhmongHuynh-sl5un,Chung kết chua mn,0,2024-06-26 11:55:37+00:00,2024-06-26 11:55:37+00:00,0,2024-06-26,2024,6,26,11,chung kết chua mn,neutral
3cYi5t9UvzY,UgzS415_v4A3KZ_N-Wx4AaABAg,@TuankietMai-yn5up,Tủng thúng ve rét,0,2024-06-26 06:19:38+00:00,2024-06-26 06:19:38+00:00,0,2024-06-26,2024,6,26,6,tủng thúng ve rét,neutral
3cYi5t9UvzY,UgzvC8iyRAnLYxfwPMt4AaABAg,@HuyenHoang-fu2qw,1:21:50,0,2024-06-25 14:46:07+00:00,2024-06-25 14:46:07+00:00,0,2024-06-25,2024,6,25,14,1 21 50,neutral
3cYi5t9UvzY,UgyGq3Hi-1DLcv5h_sd4AaABAg,@dungbui4671,😂😂ước đc gặp,0,2024-06-25 04:54:33+00:00,2024-06-25 04:54:33+00:00,0,2024-06-25,2024,6,25,4,ước đc gặp,neutral
3cYi5t9UvzY,Ugxf3Qfc9XIh7hbS4PB4AaABAg,@Thaococa,Té ra tap nay la tap đâu cua hào nà...,0,2024-06-24 01:27:29+00:00,2024-06-24 01:27:29+00:00,0,2024-06-24,2024,6,24,1,té ra tap nay la tap đâu cua hào nà,neutral
3cYi5t9UvzY,Ugy1ObqME3b0a3n5PHh4AaABAg,@DungNguyen-c3k5g,Mih vẫn thích tính cách con bé đội toàn.🎉🎉🎉 chúc mừng 🎉🎉🎉,0,2024-06-22 16:06:15+00:00,2024-06-22 16:06:15+00:00,0,2024-06-22,2024,6,22,16,mih vẫn thích tính cách con bé đội toàn chúc mừng,positive
3cYi5t9UvzY,UgzO-Ol46tnOvZSqoN14AaABAg,@ThuanPhan-yq5nb,Anh 3 ngày 2 đêm đi chs cà mau đi anh 😊😊😊,0,2024-06-20 16:13:01+00:00,2024-06-20 16:13:01+00:00,0,2024-06-20,2024,6,20,16,anh 3 ngày 2 đêm đi chs cà mau đi anh,neutral
3cYi5t9UvzY,UgyXfG13LG5pjqyW9vl4AaABAg,@NhưNguyễnThị-c7k,Team lâm ai cũng ăn chán nhỉ,0,2024-06-17 03:46:24+00:00,2024-06-17 03:46:24+00:00,0,2024-06-17,2024,6,17,3,team lâm ai cũng ăn chán nhỉ,negative
3cYi5t9UvzY,UgwmqT986EnBmRSVmIh4AaABAg,@bichngocphamthi7526,"Hào lúc này trắng quá . đúng sữa 
 Bữa nay cafe sữa r 😅",0,2024-06-11 12:46:07+00:00,2024-06-11 12:46:07+00:00,0,2024-06-11,2024,6,11,12,hào lúc này trắng quá đúng sữa bữa nay cafe sữa r,neutral
3cYi5t9UvzY,UgzVNq05pBOcu6rHqbZ4AaABAg,@HuyHoang-ku7xr,Dĩa hàu 30s 😂,0,2024-06-10 09:56:13+00:00,2024-06-10 09:56:13+00:00,0,2024-06-10,2024,6,10,9,dĩa hàu 30s,neutral
3cYi5t9UvzY,UgzSZgJ3Ph5F08syjSR4AaABAg,@hothanhhao8965,"Giờ còn ai ở đây để xem hào lúc chưa vô team ko
Tui trước:1",0,2024-06-10 02:56:31+00:00,2024-06-10 02:56:31+00:00,0,2024-06-10,2024,6,10,2,giờ còn ai ở đây để xem hào lúc chưa vô team ko tui trước 1,neutral
3cYi5t9UvzY,UgzZF_n-5KiGG2M4jCN4AaABAg,@Hair-Stylist-Flower,Ân ngáo giá,0,2024-06-04 03:52:37+00:00,2024-06-04 03:52:37+00:00,0,2024-06-04,2024,6,4,3,ân ngáo giá,neutral
3cYi5t9UvzY,Ugz8Afj1KY9ebK8A2mJ4AaABAg,@loihuu-g8o,Chưa xem đã bt anh mập thắng:)),0,2024-06-01 05:56:31+00:00,2024-06-01 05:56:31+00:00,0,2024-06-01,2024,6,1,5,chưa xem đã bt anh mập thắng,neutral
3cYi5t9UvzY,Ugx0BJrj6v4q3Rlw2sl4AaABAg,@manhtuan6461,Hào kìa ae =))))😂,1,2024-05-21 07:39:57+00:00,2024-05-21 07:39:57+00:00,1,2024-05-21,2024,5,21,7,hào kìa ae,neutral
3cYi5t9UvzY,Ugx_MCPxLyJzq8Msz9x4AaABAg,@dungtrinh9622,Chính thức ghét tk Ân,0,2024-05-21 06:12:27+00:00,2024-05-21 06:12:27+00:00,1,2024-05-21,2024,5,21,6,chính thức ghét tk ân,negative
3cYi5t9UvzY,Ugyc4eKFWl6nupq5Mm94AaABAg,@NhatCapital,Vo Su Loc chien thang trong long khan gia,2,2024-05-18 10:12:56+00:00,2024-05-18 10:12:56+00:00,0,2024-05-18,2024,5,18,10,vo su loc chien thang trong long khan gia,neutral
3cYi5t9UvzY,UgyQyYA4Kg-RAWCIavl4AaABAg,@Billyle98,"để ý nếu thấy lúc cho hlv chọn món ân lúc nào cũng chọn món rẻ nhất để cho a Lâm đỡ tốn tiền thì phải , Ân giỏi quá",0,2024-05-15 13:55:56+00:00,2024-05-15 13:55:56+00:00,0,2024-05-15,2024,5,15,13,để ý nếu thấy lúc cho hlv chọn món ân lúc nào cũng chọn món rẻ nhất để cho a lâm đỡ tốn tiền thì phải ân giỏi quá,positive
3cYi5t9UvzY,UgwcOSWwRrcXAXjBAJN4AaABAg,@timinstudio5452,Đừng trách anh Ân nữa mn ơi đây là lần đầu team a Lâm lm kiểu video này nên đương nhiên sẽ có sai xót và thiếu kinh nghiệm nếu là fan của team thì mình nghĩ mn nên bình luận một cách văn minh và góp ý nhỏ nhẹ để team a Lâm ra những tập sau sẽ được chỉnh chu hơn thành công hơn và rút ra được nhiều kinh nghiệm cho những tập sau sau nữa nhé.,1,2024-05-12 13:28:50+00:00,2024-05-12 13:55:18+00:00,0,2024-05-12,2024,5,12,13,đừng trách anh ân nữa mn ơi đây là lần đầu team a lâm lm kiểu video này nên đương nhiên sẽ có sai xót và thiếu kinh nghiệm nếu là fan của team thì mình nghĩ mn nên bình luận một cách văn minh và góp ý nhỏ nhẹ để team a lâm ra những tập sau sẽ được chỉnh chu hơn thành công hơn và rút ra được nhiều kinh nghiệm cho những tập sau sau nữa nhé,positive
3cYi5t9UvzY,UgxOaybxnaj-gSZre1p4AaABAg,@EdogawaCOBEO,1:11:30 Làm mực dai với tôm kia dai là do nhà hàng chế biến dở rồi,0,2024-04-24 02:03:44+00:00,2024-04-24 02:03:44+00:00,0,2024-04-24,2024,4,24,2,1 11 30 làm mực dai với tôm kia dai là do nhà hàng chế biến dở rồi,negative
3cYi5t9UvzY,Ugw1U0GiuiOouyJtsZR4AaABAg,@PhuNguyen-qc9ph,Anh mời thử anh kiapham với vamy đi,1,2024-04-16 09:22:40+00:00,2024-04-16 09:22:40+00:00,0,2024-04-16,2024,4,16,9,anh mời thử anh kiapham với vamy đi,neutral
3cYi5t9UvzY,Ugzf8-4S_ePf4EUvQkR4AaABAg,@tuyenregir8150,Hào Milk được a lâm chú ý từ tập này,0,2024-03-24 17:03:53+00:00,2024-03-24 17:03:53+00:00,0,2024-03-24,2024,3,24,17,hào milk được a lâm chú ý từ tập này,neutral
3cYi5t9UvzY,UgwZ2nKz0RE5WkeeELd4AaABAg,@binang-rp7se,Thằng bảo chơi thằng mập...ngĩ sao cái bánh bao có chút xíu mà ăn xàm xí...coi mà tức,0,2024-03-22 10:44:05+00:00,2024-03-22 10:44:05+00:00,0,2024-03-22,2024,3,22,10,thằng bảo chơi thằng mập ngĩ sao cái bánh bao có chút xíu mà ăn xàm xí coi mà tức,negative
3cYi5t9UvzY,UgzLPmiNPxRKrsvvBqB4AaABAg,@QuốcHảiLưu,Thang an nay ma dau gia cai gi,0,2024-03-01 12:50:15+00:00,2024-03-01 12:50:15+00:00,0,2024-03-01,2024,3,1,12,thang an nay ma dau gia cai gi,neutral
3cYi5t9UvzY,Ugxo79OK4X-XisFwCIN4AaABAg,@ToanNguyen-pi4vn,"Lâm nói đúng,đấu giá phải dùng IQ cao...tụi nhỏ ham thắng thua nên ko còn vui nữa",0,2024-02-15 12:53:18+00:00,2024-02-15 12:53:18+00:00,0,2024-02-15,2024,2,15,12,lâm nói đúng đấu giá phải dùng iq cao tụi nhỏ ham thắng thua nên ko còn vui nữa,positive
3cYi5t9UvzY,UgwEbGYWAWnd1S13J6R4AaABAg,@dongamsao5063,Tài bỏ 1 đống da sao cho qua,0,2024-02-15 05:26:49+00:00,2024-02-15 05:26:49+00:00,0,2024-02-15,2024,2,15,5,ta i bo 1 đô ng da sao cho qua,neutral
3cYi5t9UvzY,UgwtWP4eOXFYw3cB9tl4AaABAg,@bitran863,Hay ❤️❤️❤️,0,2024-02-04 11:35:59+00:00,2024-02-04 11:35:59+00:00,0,2024-02-04,2024,2,4,11,hay,positive
3cYi5t9UvzY,Ugwjugig79hRCCxzXYB4AaABAg,@PhướcNguyễn-x4s,Ân đấu giá ngu vãi,0,2024-02-04 05:36:11+00:00,2024-02-04 05:36:11+00:00,0,2024-02-04,2024,2,4,5,ân đấu giá ngu vãi,neutral
3cYi5t9UvzY,UgzoVyn4JpLf5415c1J4AaABAg,@namhuynh5980,Ân ngáo đá.,0,2024-02-01 14:29:18+00:00,2024-02-01 14:29:18+00:00,0,2024-02-01,2024,2,1,14,ân ngáo đá,neutral
3cYi5t9UvzY,UgzMOYT69Xg8wJ6yoKV4AaABAg,@PhuongHuynh-pf5gc,:)))))) tập này dễ thương,1,2024-01-28 08:25:22+00:00,2024-01-28 08:25:22+00:00,0,2024-01-28,2024,1,28,8,tập này dễ thương,positive
3cYi5t9UvzY,Ugzlvi_Nj1sNQZ6-Rbh4AaABAg,@YenNgoc-tg9ep,9k,0,2024-01-28 06:15:20+00:00,2024-01-28 06:15:20+00:00,0,2024-01-28,2024,1,28,6,9k,neutral
3cYi5t9UvzY,Ugy-cfrAsDf8WZq9nJR4AaABAg,@IGp.yuri_235,Khách mời tập này chất lượng. Video đỉnh vãiii kk,0,2023-12-30 19:08:00+00:00,2023-12-30 19:08:00+00:00,0,2023-12-30,2023,12,30,19,khách mời tập này chất lượng video đỉnh vãiii kk,positive
3cYi5t9UvzY,UgyBP3wyjhuPjlQZ0zZ4AaABAg,@thienhuynh8831,"ui ra Hào từ đây ra á hả, cute",0,2023-12-15 13:57:05+00:00,2023-12-15 13:57:05+00:00,0,2023-12-15,2023,12,15,13,ui ra hào từ đây ra á hả cute,positive
3cYi5t9UvzY,UgxSjZCmbvosakWjlKV4AaABAg,@Lananhcute369,"Tập này HLV ko cần ăn nên cảm giác họ ko cần cố gắng, cứ đẩy qua cho khách mời. Ban đầu coi clip mình tưởng concept sẽ là 2 người 1 đội sẽ cùng ăn cùng cố gắng với nhau",0,2023-12-15 04:20:36+00:00,2023-12-15 04:20:36+00:00,0,2023-12-15,2023,12,15,4,tập này hlv ko cần ăn nên cảm giác họ ko cần cố gắng cứ đẩy qua cho khách mời ban đầu coi clip mình tưởng concept sẽ là 2 người 1 đội sẽ cùng ăn cùng cố gắng với nhau,positive
3cYi5t9UvzY,UgwS6uPo1wGjvJnz4cx4AaABAg,@TMD68,Mong ngài LâmVlog đưa đồng hồ vào những phần tua nhanh để mọi người và tui có thể cảm nhận thời gian thực!,0,2023-12-13 21:06:40+00:00,2023-12-13 21:06:40+00:00,0,2023-12-13,2023,12,13,21,mong ngài lâmvlog đưa đồng hồ vào những phần tua nhanh để mọi người và tui có thể cảm nhận thời gian thực,neutral
3cYi5t9UvzY,UgykpF5uuIZIyrrYXOt4AaABAg,@HồVănThúy-c3i,Tổng Thống Veres đẹp trai mà lịch sự nữa,0,2023-12-07 06:20:35+00:00,2023-12-07 06:20:35+00:00,0,2023-12-07,2023,12,7,6,tổng thống veres đẹp trai mà lịch sự nữa,positive
3cYi5t9UvzY,UgyAsVpdn9JZEjxIROZ4AaABAg,@nguyenthu4194,A lâm chi chơi ghê,0,2023-11-29 08:46:56+00:00,2023-11-29 08:46:56+00:00,0,2023-11-29,2023,11,29,8,a lâm chi chơi ghê,neutral
3cYi5t9UvzY,UgyGfuyjNdZvEzvp9Ct4AaABAg,@HuyTrần-t5m,Em đi dim tu tac r mà ko gặp anh tiéc thr,0,2023-11-26 09:35:59+00:00,2023-11-26 09:35:59+00:00,0,2023-11-26,2023,11,26,9,em đi dim tu tac r mà ko gặp anh tiéc thr,neutral
3cYi5t9UvzY,UgwHuoM5RYwKkUV4Aop4AaABAg,@Âmnhạc-u2j,Cứ coi a lâm là ăn ngon❤,1,2023-11-09 07:38:29+00:00,2023-11-09 07:38:29+00:00,0,2023-11-09,2023,11,9,7,cứ coi a lâm là ăn ngon,positive
3cYi5t9UvzY,UgzQq20smOw8bLgfdMl4AaABAg,@khanhdovinh4722,tập này có bé Mai là ez win,0,2023-11-07 13:01:46+00:00,2023-11-07 13:01:46+00:00,0,2023-11-07,2023,11,7,13,tập này có bé mai là ez win,neutral
3cYi5t9UvzY,Ugwt8eAaMwyzhSydLKt4AaABAg,@anhkhoihuynh4420,Oh anh tổng thống😮,0,2023-11-02 15:14:23+00:00,2023-11-02 15:14:23+00:00,0,2023-11-02,2023,11,2,15,oh anh tổng thống,neutral
